"chemostat","time","prev0","logit_g","logit_prev"
"chem_epidemic_1",1,1,0.036627548736705,-4.84943610625181
"chem_epidemic_1",2,1,0.450156712837937,-4.43334122085237
"chem_epidemic_1",3,1,1.68926510153756,-2.65385717863621
"chem_epidemic_1",4,1,1.78033350221626,-1.94888751460252
"chem_epidemic_1",5,1,2.30907933163911,-0.410383758998221
"chem_epidemic_1",6,1,1.85763361929368,1.56664170807409
"chem_epidemic_1",7,1,1.0679953715886,1.8248933136739
"chem_epidemic_1",8,1,-0.0598644863760661,1.68024521199962
"chem_epidemic_1",9,1,0.950220604177954,2.36438525612362
"chem_epidemic_1",10,1,-0.0829735187847339,2.64969290865408
"chem_epidemic_1",11,1,0.0373504390439962,3.54960972972836
"chem_epidemic_1",12,1,0.778072595826811,3.15071106999219
"chem_epidemic_1",13,1,0.709795298117593,3.19805757084567
"chem_epidemic_1",14,1,-0.495310257600023,3.08072611023248
"chem_epidemic_1",15,1,-0.399901840565104,2.77715141711798
"chem_epidemic_1",16,1,-0.655491783328982,3.97976226763071
"chem_epidemic_1",17,1,0.101352357701047,3.36740134599141
"chem_epidemic_1",18,1,0.079708737986342,2.1678077530705
"chem_epidemic_1",19,1,0.16619416754255,3.53460374161615
"chem_epidemic_1",20,1,0.247060248774204,2.9803309505654
"chem_epidemic_1",21,1,-0.343120190268351,2.71550747220535
"chem_epidemic_1",22,1,-0.552175612735255,3.17296317658803
"chem_epidemic_1",23,1,0.444917471695743,2.80129164333457
"chem_epidemic_1",24,1,0.293911224018961,2.98199138378517
"chem_epidemic_1",25,1,-0.849342494806114,3.06585635488301
"chem_epidemic_1",26,1,-0.155468163220562,2.56676440344058
"chem_epidemic_1",27,1,-0.568999056033497,3.8605381560976
"chem_epidemic_1",28,1,-1.16952701243687,3.54966678500984
"chem_epidemic_1",29,1,-0.0722135216052668,2.93505336151587
"chem_epidemic_1",30,1,-0.199997488516337,4.16198106000531
"chem_epidemic_1",31,1,-0.222190410016842,3.77907178888999
"chem_epidemic_1",32,1,-0.0785398986323536,3.44888837200527
"chem_epidemic_1",33,1,0.241509618865645,4.07439364607479
"chem_epidemic_1",34,1,-0.110027548730967,4.09613028359394
"chem_epidemic_1",35,1,-0.53414424070099,4.09791642387231
"chem_epidemic_1",36,1,-0.606422774561792,4.06134141263844
"chem_epidemic_1",37,1,-0.318018309708043,4.02371186373896
"chem_epidemic_1",38,1,-0.110199238033244,3.74536842769576
"chem_epidemic_1",39,1,-0.798135892059375,3.65275670136778
"chem_epidemic_1",40,1,-0.383535408174758,3.64476166825722
"chem_epidemic_1",41,1,0.179170022212256,3.51675095991742
"chem_epidemic_1",42,1,-0.371683761378751,3.78910388169553
"chem_epidemic_1",43,1,-0.679831724469484,3.28917574501538
"chem_epidemic_1",44,1,-0.481669305865134,5.03501906902815
"chem_epidemic_1",45,1,0.200554478899742,4.58304735771219
"chem_epidemic_1",46,1,-0.0948187077797274,3.44589769690024
"chem_epidemic_1",47,1,0.23542841679289,3.83425772466117
"chem_epidemic_1",48,1,-0.326427324203096,3.83048522909844
"chem_epidemic_1",49,1,-0.203903519986939,4.4817748486514
"chem_epidemic_1",50,1,-0.701332453987109,4.07795569842399
"chem_epidemic_1",51,1,-0.132479772420932,4.27401786042993
"chem_epidemic_1",52,1,-0.701391229189809,4.16067583415482
"chem_epidemic_1",53,1,-1.17156486385298,4.18097857471958
"chem_epidemic_1",54,1,-0.410341641887818,4.9140552092835
"chem_epidemic_1",55,1,0.485533055812441,4.14408614573027
"chem_epidemic_1",56,1,-0.0999882797555718,5.04230340305068
"chem_epidemic_1",57,1,0.0691298298201656,3.53666858691536
"chem_epidemic_1",58,1,-0.347118987286127,4.63021066672776
"chem_epidemic_1",59,1,-0.843874036771259,4.42657307638216
"chem_epidemic_1",60,1,-0.653763134255654,4.49924366450126
"chem_endemic_1",1,100,-0.143749441333566,4.79880514601177
"chem_endemic_1",2,100,-0.254116197099697,4.39243158925817
"chem_endemic_1",3,100,0.319104887396761,4.51279963379436
"chem_endemic_1",4,100,-0.644823123875647,4.20364639126198
"chem_endemic_1",5,100,0.373939844939802,4.20882732744496
"chem_endemic_1",6,100,0.359764925251413,4.92723378582141
"chem_endemic_1",7,100,-0.684672831492446,5.0297041431158
"chem_endemic_1",8,100,0.221343697966997,4.86184608702278
"chem_endemic_1",9,100,1.1036759384567,5.32596198175108
"chem_endemic_1",10,100,-0.403076821071287,5.91916209699047
"chem_endemic_1",11,100,0.284953571180635,4.67774013809108
"chem_endemic_1",12,100,-0.541627366176118,3.79767246983115
"chem_endemic_1",13,100,0.391802581670869,5.48400434453898
"chem_endemic_1",14,100,-0.0516664541083543,4.6552966931036
"chem_endemic_1",15,100,0.636354064636013,4.69454267867747
"chem_endemic_1",16,100,-0.932113024168891,5.57987309724448
"chem_endemic_1",17,100,-0.241299898218521,4.95313359828837
"chem_endemic_1",18,100,-0.492136145073825,4.51348747821474
"chem_endemic_1",19,100,-0.340327931526228,5.24271886171685
"chem_endemic_1",20,100,-0.569506172885868,5.11073764092533
"chem_endemic_1",21,100,-0.684659284269613,5.21107779496091
"chem_endemic_1",22,100,0.00860359166070906,5.42874517286986
"chem_endemic_1",23,100,-0.83756748336536,5.07858179177283
"chem_endemic_1",24,100,0.435219360971759,5.61380513212229
"chem_endemic_1",25,100,-0.912917841632014,5.20897747335666
"chem_endemic_1",26,100,-0.282292900272454,5.51261509574008
"chem_endemic_1",27,100,-0.0793552588428719,5.92254704780851
"chem_endemic_1",28,100,-0.0654991741334269,5.61902237642775
"chem_endemic_1",29,100,-0.52275664744223,5.26567117543005
"chem_endemic_1",30,100,-0.345148334800601,6.03014793865381
"chem_endemic_1",31,100,0.0827171671581797,5.97950561158948
"chem_endemic_1",32,100,-1.13916301659422,5.78386467224944
"chem_endemic_1",33,100,-0.814814649382804,5.65584807879613
"chem_endemic_1",34,100,-0.276757971036323,5.24924925084999
"chem_endemic_1",35,100,-0.672364063283613,6.27015319299615
"chem_endemic_1",36,100,0.222015353704836,5.31622699533712
"chem_endemic_1",37,100,-0.139372915509446,6.73645877913023
"chem_endemic_1",38,100,-0.452929320730598,6.43543929166509
"chem_endemic_1",39,100,-1.25590386203008,5.57753222175901
"chem_endemic_1",40,100,-0.501987263860397,5.20832762138944
"chem_endemic_1",41,100,-0.686257160838419,5.39239822460405
"chem_endemic_1",42,100,-0.592234020352055,5.90201507455845
"chem_endemic_1",43,100,-1.14485160996435,5.67610778385812
"chem_endemic_1",44,100,-0.317753912405306,5.65147222433294
"chem_endemic_1",45,100,-1.09957180614274,5.3751338449489
"chem_endemic_1",46,100,-0.706214950621811,5.85403917785513
"chem_endemic_1",47,100,-0.415401149507585,5.50962152581735
"chem_endemic_1",48,100,-1.01088180140428,5.09353482078152
"chem_endemic_1",49,100,-0.340637792706044,5.76273636367987
"chem_endemic_1",50,100,-1.30339803840684,6.43760406580771
"chem_endemic_1",51,100,-2.06303927964524,5.71560121529185
"chem_endemic_1",52,100,-0.438676814835863,6.33233908487371
"chem_endemic_1",53,100,-0.263899540999297,5.24441158157036
"chem_endemic_1",54,100,-0.840100591205544,6.0504822417259
"chem_endemic_1",55,100,-0.458122964007145,6.3627918832915
"chem_endemic_1",56,100,-1.30115235878438,6.27840527784948
"chem_endemic_1",57,100,-0.799776203531431,6.20532275787611
"chem_endemic_1",58,100,-1.71996869665468,5.85670395875851
"chem_endemic_1",59,100,-0.171626481593659,5.77669381915731
"chem_endemic_1",60,100,0.154731269268223,5.71388784203868
"chem_epidemic_2",1,1,0.563408324615184,-4.51037498442564
"chem_epidemic_2",2,1,0.279454397877935,-4.79198978320313
"chem_epidemic_2",3,1,1.0084925823811,-3.67849005756111
"chem_epidemic_2",4,1,0.961640501895319,-2.11218780641393
"chem_epidemic_2",5,1,2.34785084356767,0.44690337603741
"chem_epidemic_2",6,1,1.36283651405603,0.383134263784723
