"chemostat","time","prev0","logit_q"
"chem_epidemic_1",0,1,NA
"chem_epidemic_1",0.1,1,1.06649970702289
"chem_epidemic_1",0.2,1,1.05602399311062
"chem_epidemic_1",0.3,1,1.09703817030122
"chem_epidemic_1",0.4,1,1.09386118012945
"chem_epidemic_1",0.5,1,1.13385466020184
"chem_epidemic_1",0.6,1,1.17841929868566
"chem_epidemic_1",0.7,1,1.19635155714507
"chem_epidemic_1",0.8,1,1.23527108929886
"chem_epidemic_1",0.9,1,1.26090866553795
"chem_epidemic_1",1,1,1.28876010512763
"chem_epidemic_1",1.1,1,1.34510628679278
"chem_epidemic_1",1.2,1,1.37135729032943
"chem_epidemic_1",1.3,1,1.3993949727792
"chem_epidemic_1",1.4,1,1.42853622562337
"chem_epidemic_1",1.5,1,1.48143122570545
"chem_epidemic_1",1.6,1,1.5118041921706
"chem_epidemic_1",1.7,1,1.56064396254975
"chem_epidemic_1",1.8,1,1.60125041985465
"chem_epidemic_1",1.9,1,1.64773585343766
"chem_epidemic_1",2,1,1.66733305660548
"chem_epidemic_1",2.1,1,1.70698488401791
"chem_epidemic_1",2.2,1,1.73957332340468
"chem_epidemic_1",2.3,1,1.77459209217976
"chem_epidemic_1",2.4,1,1.79619502568006
"chem_epidemic_1",2.5,1,1.84589009132681
"chem_epidemic_1",2.6,1,1.90235424991692
"chem_epidemic_1",2.7,1,1.9504205178055
"chem_epidemic_1",2.8,1,1.95795075702691
"chem_epidemic_1",2.9,1,2.01704880593382
"chem_epidemic_1",3,1,2.04287519425434
"chem_epidemic_1",3.1,1,2.09255202235831
"chem_epidemic_1",3.2,1,2.13932598675202
"chem_epidemic_1",3.3,1,2.14932257917601
"chem_epidemic_1",3.4,1,2.17487603894378
"chem_epidemic_1",3.5,1,2.22917573060511
"chem_epidemic_1",3.6,1,2.27518706273784
"chem_epidemic_1",3.7,1,2.31351327926695
"chem_epidemic_1",3.8,1,2.34417747444647
"chem_epidemic_1",3.9,1,2.372746557897
"chem_epidemic_1",4,1,2.43895224197163
"chem_epidemic_1",4.1,1,2.4514202968877
"chem_epidemic_1",4.2,1,2.47081067985924
"chem_epidemic_1",4.3,1,2.50841053442696
"chem_epidemic_1",4.4,1,2.54581682348954
"chem_epidemic_1",4.5,1,2.57244323579382
"chem_epidemic_1",4.6,1,2.59667234290239
"chem_epidemic_1",4.7,1,2.62672263403178
"chem_epidemic_1",4.8,1,2.65626317618794
"chem_epidemic_1",4.9,1,2.67093857287844
"chem_epidemic_1",5,1,2.69833000857229
"chem_epidemic_1",5.1,1,2.73147352521479
"chem_epidemic_1",5.2,1,2.74055240899282
"chem_epidemic_1",5.3,1,2.77096886864704
"chem_epidemic_1",5.4,1,2.77197209121821
"chem_epidemic_1",5.5,1,2.80933778306182
"chem_epidemic_1",5.6,1,2.82875839141577
"chem_epidemic_1",5.7,1,2.82608829836903
"chem_epidemic_1",5.8,1,2.82818850447617
"chem_epidemic_1",5.9,1,2.85933590459404
"chem_epidemic_1",6,1,2.86995187960718
"chem_epidemic_1",6.1,1,2.86217982603971
"chem_epidemic_1",6.2,1,2.89301211750946
"chem_epidemic_1",6.3,1,2.87515188727159
"chem_epidemic_1",6.4,1,2.89548209978371
"chem_epidemic_1",6.5,1,2.92653729613308
"chem_epidemic_1",6.6,1,2.92407677483328
"chem_epidemic_1",6.7,1,2.92287375639749
"chem_epidemic_1",6.8,1,2.89832763166583
"chem_epidemic_1",6.9,1,2.93186614462322
"chem_epidemic_1",7,1,2.9240579407384
"chem_epidemic_1",7.1,1,2.9382931619486
"chem_epidemic_1",7.2,1,2.94170341994435
"chem_epidemic_1",7.3,1,2.94694888077218
"chem_epidemic_1",7.4,1,2.94071359305845
"chem_epidemic_1",7.5,1,2.94295270225938
"chem_epidemic_1",7.6,1,2.93966364901463
"chem_epidemic_1",7.7,1,2.94514128716115
"chem_epidemic_1",7.8,1,2.93594756915297
"chem_epidemic_1",7.9,1,2.94625476597217
"chem_epidemic_1",8,1,2.92747266496388
"chem_epidemic_1",8.1,1,2.91974666128335
"chem_epidemic_1",8.2,1,2.92668165417118
