"chemostat","time","prev0","logit_g","logit_prev"
"chem_epidemic_1",0,1,-0.74268702355633,-4.8753576734107
"chem_epidemic_1",0.1,1,-0.738593326792922,-4.71024208045318
"chem_epidemic_1",0.2,1,-0.291265250971698,-3.81570209563797
"chem_epidemic_1",0.3,1,0.775111013677549,-4.55937208520974
"chem_epidemic_1",0.4,1,0.0547714109291849,-4.52907119198535
"chem_epidemic_1",0.5,1,0.132599696055606,-3.73465154179961
"chem_epidemic_1",0.6,1,-0.102909638869121,-4.35942665004631
"chem_epidemic_1",0.7,1,0.143752916817731,-5.21917914831645
"chem_epidemic_1",0.8,1,0.329372859927074,-4.92570624394612
"chem_epidemic_1",0.9,1,0.3724339243457,-4.79938204893149
"chem_epidemic_1",1,1,0.711742928670195,-3.95715738425597
"chem_epidemic_1",1.1,1,-0.352787006683643,-4.38001025691734
"chem_epidemic_1",1.2,1,-0.0304435374051386,-4.34797422101415
"chem_epidemic_1",1.3,1,0.270724710282179,-4.47879194089409
"chem_epidemic_1",1.4,1,0.495273016662683,-4.79471847494024
"chem_epidemic_1",1.5,1,-0.0610734275954447,-3.60241368921791
"chem_epidemic_1",1.6,1,0.457933334420828,-4.22190216112752
"chem_epidemic_1",1.7,1,-0.109708669346259,-5.42442392068089
"chem_epidemic_1",1.8,1,0.0310133575269264,-4.05548365210913
"chem_epidemic_1",1.9,1,0.750630567420743,-4.60178787082683
"chem_epidemic_1",2,1,-0.648249369841458,-4.85216432910415
"chem_epidemic_1",2.1,1,0.458271601975516,-4.37321898747279
"chem_epidemic_1",2.2,1,0.870508974918152,-4.71588968973684
"chem_epidemic_1",2.3,1,0.300552601885718,-4.49831803638049
"chem_epidemic_1",2.4,1,0.855650229814849,-4.36947362793777
"chem_epidemic_1",2.5,1,0.264497818730668,-4.81537743503769
"chem_epidemic_1",2.6,1,0.781354054322561,-3.46024659027979
"chem_epidemic_1",2.7,1,0.781276387260614,-3.70177036415909
"chem_epidemic_1",2.8,1,0.844465921737764,-4.23935239463658
"chem_epidemic_1",2.9,1,0.304081466918236,-2.92812715757888
"chem_epidemic_1",3,1,0.943863732983721,-3.21997922497237
"chem_epidemic_1",3.1,1,0.70052347935998,-3.45291648474536
"chem_epidemic_1",3.2,1,1.00846745036307,-2.72458676936892
"chem_epidemic_1",3.3,1,1.77895514677876,-2.59507593073036
"chem_epidemic_1",3.4,1,1.0593468665708,-2.48119396189227
"chem_epidemic_1",3.5,1,1.39888674486786,-2.40196485480714
"chem_epidemic_1",3.6,1,1.53580386107899,-2.32067158470664
"chem_epidemic_1",3.7,1,1.45473891780769,-2.4775335791274
