"chemostat","time","prev0","logit_q"
"chem_epidemic_1",1,1,1.68870862548627
"chem_epidemic_1",2,1,2.81707733249886
"chem_epidemic_1",3,1,2.12554609123521
"chem_epidemic_1",4,1,2.43164399757174
"chem_epidemic_1",5,1,2.74915976684123
"chem_epidemic_1",6,1,2.9023872049035
"chem_epidemic_1",7,1,2.01050647032713
"chem_epidemic_1",8,1,2.10146621616787
"chem_epidemic_1",9,1,2.78872542488602
"chem_epidemic_1",10,1,2.16953783532835
"chem_epidemic_1",11,1,1.8790628607244
"chem_epidemic_1",12,1,0.336189521725352
"chem_epidemic_1",13,1,0.457480299585459
"chem_epidemic_1",14,1,0.596925967852471
"chem_epidemic_1",15,1,1.61698219432131
"chem_epidemic_1",16,1,0.559334815236563
"chem_epidemic_1",17,1,0.695067103127981
"chem_epidemic_1",18,1,1.12111662399863
"chem_epidemic_1",19,1,0.90602350313572
"chem_epidemic_1",20,1,1.12670520429241
"chem_epidemic_1",21,1,2.19206719424921
"chem_epidemic_1",22,1,0.463256793580656
"chem_epidemic_1",23,1,0.858855248759539
"chem_epidemic_1",24,1,0.739264935363592
"chem_epidemic_1",25,1,1.73992698956565
"chem_epidemic_1",26,1,0.58510425714355
"chem_epidemic_1",27,1,0.914954162575914
"chem_epidemic_1",28,1,1.33574828223734
"chem_epidemic_1",29,1,0.39910200185163
"chem_epidemic_1",30,1,1.74223163793702
"chem_epidemic_1",31,1,1.23880071463063
"chem_epidemic_1",32,1,0.350119946435832
"chem_epidemic_1",33,1,1.10084255727972
"chem_epidemic_1",34,1,0.753255886258597
"chem_epidemic_1",35,1,1.00290386210705
"chem_epidemic_1",36,1,0.787704982746147
"chem_epidemic_1",37,1,1.35437572808846
"chem_epidemic_1",38,1,0.130013664649702
"chem_epidemic_1",39,1,0.530721728368878
"chem_epidemic_1",40,1,0.653920134261959
"chem_epidemic_1",41,1,0.267119837954012
"chem_epidemic_1",42,1,0.231562937231793
"chem_epidemic_1",43,1,0.72908837251579
"chem_epidemic_1",44,1,0.658545018687386
"chem_epidemic_1",45,1,-0.563469330060655
"chem_epidemic_1",46,1,1.21807299370737
"chem_epidemic_1",47,1,0.80924746810545
"chem_epidemic_1",48,1,1.87910016696921
"chem_epidemic_1",49,1,1.00022047498432
"chem_epidemic_1",50,1,0.420779048799584
"chem_epidemic_1",51,1,2.02960359789079
"chem_epidemic_1",52,1,2.03368185741721
"chem_epidemic_1",53,1,-0.00511519296950858
"chem_epidemic_1",54,1,0.825439181623497
"chem_epidemic_1",55,1,0.471992441753201
"chem_epidemic_1",56,1,0.657843989899093
"chem_epidemic_1",57,1,0.664801741682412
"chem_epidemic_1",58,1,-0.0931988040149467
"chem_epidemic_1",59,1,0.667276016836126
"chem_epidemic_1",60,1,1.38584313202525
"chem_endemic_1",1,100,0.964440938168477
"chem_endemic_1",2,100,0.958398699686333
"chem_endemic_1",3,100,1.72822757686305
"chem_endemic_1",4,100,1.46520893471476
"chem_endemic_1",5,100,0.178372643768697
"chem_endemic_1",6,100,1.1035234287099
"chem_endemic_1",7,100,1.80272134863266
"chem_endemic_1",8,100,1.67034538800822
"chem_endemic_1",9,100,1.15947686416232
"chem_endemic_1",10,100,1.29692615368044
"chem_endemic_1",11,100,0.324676310384965
"chem_endemic_1",12,100,1.06004738933229
"chem_endemic_1",13,100,0.4196021816785
"chem_endemic_1",14,100,0.654668779285433
"chem_endemic_1",15,100,1.33833620258147
"chem_endemic_1",16,100,0.288949264397038
"chem_endemic_1",17,100,0.977720991782049
"chem_endemic_1",18,100,1.04529827399481
"chem_endemic_1",19,100,0.84546277044174
"chem_endemic_1",20,100,1.71597970017853
"chem_endemic_1",21,100,0.280593947728695
"chem_endemic_1",22,100,1.08171874286673
"chem_endemic_1",23,100,0.721077872993445
"chem_endemic_1",24,100,0.622019997775957
"chem_endemic_1",25,100,0.971377997811643
"chem_endemic_1",26,100,0.216031529948662
"chem_endemic_1",27,100,0.0564088843754863
"chem_endemic_1",28,100,0.452799389307497
"chem_endemic_1",29,100,1.56282675169321
"chem_endemic_1",30,100,0.70174168145656
"chem_endemic_1",31,100,0.826490284131814
"chem_endemic_1",32,100,0.552766140120877
"chem_endemic_1",33,100,0.869854694913757
"chem_endemic_1",34,100,0.145689839674527
"chem_endemic_1",35,100,1.18740845834981
"chem_endemic_1",36,100,0.887731723073549
"chem_endemic_1",37,100,0.17908072874498
"chem_endemic_1",38,100,0.59651391738866
"chem_endemic_1",39,100,0.914335296525598
"chem_endemic_1",40,100,0.821969141182215
"chem_endemic_1",41,100,1.27100672817492
"chem_endemic_1",42,100,0.21048375752536
"chem_endemic_1",43,100,1.06198564230201
"chem_endemic_1",44,100,1.00913276630345
"chem_endemic_1",45,100,0.396560293759323
"chem_endemic_1",46,100,-0.0232167703267917
"chem_endemic_1",47,100,-0.0928797366900896
"chem_endemic_1",48,100,0.6675341368171
"chem_endemic_1",49,100,0.390026558389983
"chem_endemic_1",50,100,1.302091947975
"chem_endemic_1",51,100,0.667061661194094
"chem_endemic_1",52,100,0.200473643626229
"chem_endemic_1",53,100,-0.139370350643419
"chem_endemic_1",54,100,0.0691558805498378
"chem_endemic_1",55,100,0.51875807150364
"chem_endemic_1",56,100,0.108804884126696
"chem_endemic_1",57,100,0.578346739497111
"chem_endemic_1",58,100,0.141023229117877
"chem_endemic_1",59,100,0.242373946880345
"chem_endemic_1",60,100,-0.0831382514906525
"chem_epidemic_2",1,1,2.24914497839345
"chem_epidemic_2",2,1,1.83357851765683
"chem_epidemic_2",3,1,2.16251141779707
"chem_epidemic_2",4,1,1.56234602637071
"chem_epidemic_2",5,1,3.03076279957468
"chem_epidemic_2",6,1,2.3556922950135
"chem_epidemic_2",7,1,2.48898207081882
"chem_epidemic_2",8,1,3.39620033099982
"chem_epidemic_2",9,1,2.6011445850275
"chem_epidemic_2",10,1,1.58588538561
"chem_epidemic_2",11,1,2.73664665314036
"chem_epidemic_2",12,1,0.203090245659358
"chem_epidemic_2",13,1,1.49323519177863
"chem_epidemic_2",14,1,1.65629231186415
"chem_epidemic_2",15,1,0.808469150460919
"chem_epidemic_2",16,1,1.3307233444874
"chem_epidemic_2",17,1,1.31438927411052
"chem_epidemic_2",18,1,1.60149129111886
"chem_epidemic_2",19,1,1.30944637802454
"chem_epidemic_2",20,1,0.931054725412168
"chem_epidemic_2",21,1,1.49753223219647
"chem_epidemic_2",22,1,1.42586980746466
"chem_epidemic_2",23,1,0.543305551646545
"chem_epidemic_2",24,1,0.297250943237593
"chem_epidemic_2",25,1,1.06386804614601
"chem_epidemic_2",26,1,0.832865531201098
"chem_epidemic_2",27,1,0.463228058182625
"chem_epidemic_2",28,1,0.9841468148335
"chem_epidemic_2",29,1,0.268399006582377
"chem_epidemic_2",30,1,0.995256905729114
"chem_epidemic_2",31,1,0.588455313122548
"chem_epidemic_2",32,1,1.36580538829725
"chem_epidemic_2",33,1,2.08579822333161
"chem_epidemic_2",34,1,0.401919836031735
"chem_epidemic_2",35,1,1.37512156158137
"chem_epidemic_2",36,1,1.24526744513812
"chem_epidemic_2",37,1,0.784020597546607
"chem_epidemic_2",38,1,0.578740670472862
"chem_epidemic_2",39,1,1.57968393038558
"chem_epidemic_2",40,1,-0.224213435978465
"chem_epidemic_2",41,1,0.443421804582847
"chem_epidemic_2",42,1,0.0331187372860025
"chem_epidemic_2",43,1,1.43573521227716
"chem_epidemic_2",44,1,0.629280868793324
"chem_epidemic_2",45,1,0.448866457579725
