"Start","Value","Convergence","prev0_epidemic","prev0_endemic","freq0","phi_w","phi_m","a","b","r","tau","sigma_prev","sigma_g","sigma_q"
1,1787.77931795221,"Successful completion",0.0175021670030301,0.994732657444735,0.447749006134572,0.466748604876384,0.0796705429807248,8.582944060998e-09,0.0648115469184519,4.57258769390134,1.52142774033288,1.60688396005388,1.99917609365399,0.758545873859117
2,1607.42570204554,"Successful completion",0.0196786658003965,0.9948721732719,0.408719952697964,0.643487997071601,0.604930663042766,9.01090890082205e-07,0.0729110743019169,0.812095864393835,3.99137913216874,1.67991939044423,0.589299487411526,1.05146822475811
3,1463.22425014661,"Successful completion",0.0197226989260348,0.995617610441852,0.4,0.530624053742415,0.115915110145261,1e-06,0.113558893801061,4.99999999838362,0.5,1.5352250167024,0.549539865307195,0.821320217669078
4,1519.63493514851,"Successful completion",0.00326531830516245,0.997169832787224,0.400000000689593,0.366640561382892,0.0754650277154837,9.00785509327006e-09,0.19252004856486,0.764894475825136,0.500000710455878,1.99626363016253,0.520375023555562,0.972170128799964
5,1791.06768001053,"Successful completion",0.02,0.995663826876834,0.520878514071837,1.33629773398442e-227,0.110787074422969,2.47658332162803e-08,0.0468307858403,5,3.99916918254106,1.81200983193488,0.718165718734923,1.33996735796969
6,1459.99562286067,"Successful completion",0.00105280531823941,0.996038814193787,0.41821451862083,0.32465041329322,0.0121422448237277,5.0800197967378e-09,0.0478934678516599,4.99990261957591,3.79095431006842,1.5345234953961,0.54021629579699,0.829342711618999
7,1438.14798626607,"Successful completion",0.00426590028164104,0.995756988505159,0.41855825327826,0.375451415285081,0.0296624504606022,9.99997159368278e-07,0.0758763688814583,2.25238199964344,0.727365575332503,1.48700876757945,0.510980350756375,0.842231374579998
8,1980.76011927178,"Successful completion",0.0199968830258716,0.995743120486473,0.401214255931083,0.999999999974106,0.0943158127489591,9.99842955464565e-07,0.106009319251601,4.99088511999981,0.500000216451465,1.99999999975809,1.99999998787986,1.99999944134419
9,1715.51224787006,"Successful completion",0.0188669892418367,0.950000455579604,0.40685672680815,0.775322359137392,0.755853833773911,9.97541144965639e-07,0.118394349261674,4.99642740543734,3.53295814532825,1.99999998550774,0.588701153329292,1.09414463079221
10,1463.19612780465,"Maximum number of evaluations exceeded",0.0199999999999797,0.995648110536855,0.400000000235227,0.530040955003316,0.117431068504373,7.01658617472719e-07,0.110312725625258,4.18327103841793,0.51944986024012,1.54079908390823,0.550025050666565,0.815669119119544
11,1626.90537208306,"Successful completion",0.0194611662777502,0.993924660519187,0.401079210160768,0.609380531054474,0.539910273733831,1.36218393671132e-07,0.199999999984902,4.98901364682788,0.510477584337713,1.6235120551671,0.59794978386674,1.16422978598957
12,1466.28631129532,"Successful completion",0.0054884438459776,0.99576060146357,0.417614369071746,0.3966782997287,0.0362120177238539,9.99966819904549e-07,0.0945099399890951,2.52606489010929,0.564182750720479,1.99870483606213,0.525335285600871,0.824773152437619
13,1444.65274516752,"Maximum number of evaluations exceeded",0.00466794486661788,0.995739205487203,0.400049004624484,0.387725074461178,0.0333740091552664,2.54506470402438e-07,0.0965523906760905,4.99999104723219,0.580366246681658,1.5021545468928,0.527859055203984,0.840784390113627
14,1461.09273845309,"Successful completion",0.019999959003938,0.99559943396689,0.41823275850647,0.521057687013681,0.113553387173229,9.99991861529404e-07,0.111651211217638,4.94332330692943,0.506763887047545,1.53544027667382,0.550680399226871,0.813202370129356
15,1993.33672119086,"Successful completion",0.0199999999999597,0.993923561096368,0.400099338949042,0.999981138722986,0.549119760907865,9.71122059872246e-07,0.199999941385929,4.999999993815,0.500134957282803,1.64514505468072,1.13258900607712,1.99999966852457
16,1629.03176982281,"Successful completion",0.0199999948684302,0.994850085728378,0.4,1,0.111592887185281,3.37115471603463e-09,0.199999999999709,4.99990893778454,0.500029679603153,1.99414462310793,0.568839708457045,0.952702482640358
17,1478.87156897459,"Successful completion",0.00125355594140495,0.995387399341391,0.414903370667323,0.291582848896836,0.0179450792288563,8.2093299814102e-07,0.107459289747115,3.34914630625471,0.500000873572719,1.99999924188013,0.518468714482349,0.877231110071931
18,1765.35722674079,"Successful completion",0.0198460154878398,0.993319263409486,0.599999940968749,0.648168637278244,0.633594883337019,1.3867586840101e-08,0.0901926095554598,4.91649913899314,3.9550698759176,1.64177702111782,0.803354884449039,1.19798249343436
19,1635.39303731533,"Successful completion",0.0199999999911955,0.993899953462611,0.4,0.600341245904421,0.523866060300683,9.98375104473089e-07,0.2,2.20246019897891,0.5,1.99999999999978,0.578368382861358,1.14194663003732
20,1615.11113681405,"Successful completion",0.0199996889577387,0.99568420711317,0.400005129623934,0.999999788873309,0.115347919037027,9.47441601499614e-08,0.110439988518645,2.52336834231557,0.500081637679397,1.52158631969804,0.544050164817394,1.99930735049816
21,1440.65028494448,"Successful completion",0.00527609772556152,0.995843238397767,0.41893506810243,0.379376639041584,0.0363263188158492,9.87367618507316e-07,0.0912291121667386,3.26084868446324,0.599592493302777,1.48812081010375,0.529001929169068,0.838081667450085
22,1604.56095038968,"Successful completion",0.0199963573153648,0.995736551020825,0.412459243999243,0.586795459965372,0.120510794886587,9.98102918528391e-07,0.104336834204933,1.66642446951932,0.500060035716386,1.52403659741873,0.542463073355146,1.99999032767092
23,1614.40197937589,"Successful completion",0.0186197935119928,0.996225977593821,0.406921315633946,0.320406748342869,0.145809888629149,9.92413155225016e-07,0.0339755442133903,4.8916809979284,3.99941560742543,1.96448748995041,0.576753003037638,0.921378411374803
24,1794.73030937625,"Successful completion",0.0199999649295214,0.95,0.400000000000012,0.806578533738455,0.792689627398659,9.99999964294742e-07,0.123637744351745,4.99669715863286,3.99999999870321,1.99999999999998,0.596048488066407,2
25,1438.49059864208,"Successful completion",0.00453286847856691,0.995805637424785,0.414721072868959,0.377861321107998,0.031451079139046,9.95573651701858e-07,0.0885162560979177,2.66336416292996,0.608670298205883,1.49434004901657,0.522990101247248,0.834566087427502
26,1462.34001313756,"Successful completion",0.0199924248395885,0.995688322018263,0.400373606475663,0.543977936090916,0.116765847880673,3.15048739128797e-07,0.1103952605846,2.17974028407144,0.500007051860936,1.54625806476938,0.546847426154022,0.8223677389228
27,1602.6966140972,"Successful completion",0.0199098766814736,0.993215219100021,0.434490433620504,0.806148328111581,0.778180876737917,2.21671417594261e-08,0.170510558697087,0.750296589055152,2.85730949853055,1.69127351676162,0.590042188351806,1.0890865774994
28,1460.58953749135,"Successful completion",0.0199983416025109,0.995828665121851,0.400060722499341,0.525973141627058,0.118117727515272,9.72597556641227e-07,0.0805720733085685,1.44104482803371,0.712018562387005,1.53975061724812,0.547109036381217,0.816059000839539
29,1579.86796832307,"Successful completion",0.0032306170684758,0.995789761550059,0.400000000000017,0.378202356710224,0.0275712008678853,3.71795209140109e-08,0.0935074774658546,4.99999999998387,0.625155436844143,1.49046771174494,0.51706869143734,1.99999916587257
30,1745.02640104581,"Successful completion",0.00222914952503077,0.995222250330837,0.563781431941896,0.700451887112796,0.692765509712995,7.96682831157642e-07,0.0948854900489983,0.735734850781149,3.99586081722673,1.96707695952798,0.7436694453923,1.02575196103375
