"Start","Value","Convergence","prev0_epidemic","prev0_endemic","freq0","phi_w","phi_m","a","b","tau","sigma_prev","sigma_g","sigma_q"
1,1484.35311245438,"Successful completion",0.0199968015549512,0.995703161591153,0.400000000000192,0.529270345576747,0.118306197788114,9.99982963138572e-07,0.0854871018543042,0.6076116683172,2,0.547743421135333,0.813305330156394
2,1447.0225928063,"Successful completion",0.00711058047695751,0.995816447391719,0.400000000000022,0.422587495216407,0.0465009734939407,9.99999999999467e-07,0.089123421333849,0.512627148049928,1.51128035149944,0.521384256023311,0.850609681287484
3,1481.94055439504,"Successful completion",0.0199999999277881,0.995692998507391,0.41779538731651,0.521720976343348,0.114188279235047,6.56347610792314e-07,0.0861803122415112,0.596030467001358,1.99999933445318,0.54812501574882,0.806565136997863
4,1462.02934426076,"Successful completion",0.019999999785754,0.99567880084599,0.400058348032728,0.540214118522556,0.117051218383613,9.99999998073384e-07,0.0978988225378742,0.50000000075346,1.53754801612973,0.546954164417276,0.821744440058971
5,1776.12846636124,"Successful completion",0.00148869063981177,0.995081360860072,0.473770163928199,1.97456511712307e-05,0.00817426055773653,1.05807728714702e-09,0.124841616333646,3.99996970022754,1.5284018803418,0.709994263454781,1.99999871763018
6,1457.46730613782,"Successful completion",0.0107030742935385,0.995786787829807,0.400157822946077,0.488894965532332,0.0655354007090674,6.03851208246353e-08,0.0950061169268104,0.517988785896651,1.54848774047111,0.538966865332472,0.836045533802161
7,1438.85204020718,"Successful completion",0.00547849897230305,0.995993983854106,0.42327579232415,0.370129721639155,0.0372331911105246,9.99999181576319e-07,0.0661231665221296,0.748102722375597,1.50669411672179,0.542878394998163,0.821013538319183
8,1577.98770915908,"Successful completion",0.00453215420435028,0.995886670437662,0.400000904178432,0.406614952803474,0.0323630864288025,9.98162907126648e-07,0.0816172236130985,0.545632207649367,1.49276972586068,0.514293139211311,1.99662213333089
9,1438.14502838078,"Successful completion",0.00439381735463764,0.995929924202532,0.402853032644456,0.367152448916971,0.0308653265876303,9.99983829460007e-07,0.0605728311514857,0.844364259333275,1.5064878946357,0.521159457956824,0.829637302070209
10,1630.45165042509,"Successful completion",0.00451402919780151,0.995778919058215,0.599999994866926,0.329447206617546,0.0227887908835684,4.80928763941545e-09,0.0465315951987697,3.9999997243654,1.49954304551556,0.77500917066342,0.925677881636143
11,1481.77953438701,"Successful completion",0.02,0.995676607335564,0.417902124776419,0.519378173323391,0.114433758197347,1e-06,0.0861023687722877,0.595562765044911,1.99853131134335,0.547460346330598,0.806824982488393
12,1512.73732571681,"Successful completion",0.0192780034890788,0.995742373520883,0.400000001389984,0.999999883654517,0.103983583697105,1e-06,0.0943521878591358,0.500000000149464,1.5219136751734,0.543249039662803,0.988054013327855
13,1438.74185412339,"Successful completion",0.00424593295936825,0.99599013367156,0.400138772697174,0.364529160768954,0.0301626279971845,9.86063858291729e-07,0.0594049679451581,0.867415551299711,1.5064020242286,0.521509275546955,0.832957835764456
14,1445.64687373625,"Successful completion",0.00192957554051206,0.996230356509078,0.400000590809955,0.298849587900388,0.0171242093591073,9.99933640261039e-07,0.0449920655867388,1.28804767200594,1.54267345840948,0.524425938845049,0.83097807746476
15,1484.63059439143,"Successful completion",0.001,0.996172138032863,0.4,0.282412345052478,0.0134186346850722,1.01597117407193e-08,0.0360966707247485,4,1.99999999989233,0.536055897998685,0.842211813685865
16,1636.87585215747,"Successful completion",0.019891724970384,0.995553667896759,0.599995771679234,0.427109520598807,0.0694846692675798,6.98983427225267e-07,0.0888644725035353,0.503149701078211,1.5300724036928,0.77116991509104,0.925271191666904
17,1636.81825985092,"Successful completion",0.0199607079476528,0.995537270404297,0.599999999999749,0.431247072978006,0.0699349372200699,1.48216199110958e-07,0.0904133670364227,0.502170097559701,1.52828592760223,0.771096812219866,0.927632427993251
18,1485.19853009341,"Successful completion",0.02,0.995642296311823,0.4,0.539450026156305,0.117853621358444,1e-06,0.0995488453083908,0.5,2,0.545991216495315,0.817084115684459
19,1510.97985276303,"Successful completion",0.0199305510289479,0.995688364460957,0.41017735604081,0.991802291513371,0.10518478938324,1.09653951302452e-07,0.0966114020825113,0.500993398760454,1.52218810059565,0.547169510222403,0.979565341044112
20,1458.51426214968,"Successful completion",0.0199999999999822,0.995715823597176,0.418187455659582,0.522575568934591,0.113498733142962,9.99999999898193e-07,0.0863746200956199,0.58320780227354,1.53778179930294,0.548235853868897,0.809281896988711
21,1672.90580732044,"Successful completion",0.02,0.99376140716443,0.4,0.613129896814,0.516191903023348,1.00000000226899e-09,0.2,3.99999999999979,1.6843449929803,0.632570305925658,1.18843087460097
22,1469.48712144655,"Successful completion",0.00415294644410067,0.995548668160182,0.427461199828659,0.379595685657387,0.0279471947823751,9.99999999989599e-07,0.090893801977065,0.500000717583483,1.92038880689346,0.516890493129449,0.840711688736962
23,1538.54874954925,"Successful completion",0.00101164493575878,0.996751269546188,0.420622567928971,0.198119917783911,0.00952497576710268,9.99998999220995e-07,0.0244798231263529,3.99361232664202,1.78953507672823,0.57075228492991,0.823987971154782
24,1438.43027910916,"Maximum number of evaluations exceeded",0.00431875597909266,0.996037581247745,0.401530414249928,0.366145679538497,0.0304636395184674,9.99599180025267e-07,0.0596741724096102,0.860860071094156,1.49749716957036,0.521731400743424,0.833254825383241
25,1447.15205702442,"Successful completion",0.00338548367661787,0.995885205739597,0.400000026373169,0.342038532755133,0.0270202972999884,9.99999999999956e-07,0.05729051756681,0.905459355779153,1.49573991723788,0.507088495011898,0.989919918448117
26,1461.52714030226,"Successful completion",0.0199815876586884,0.995971131199107,0.400000002354217,0.529081910841782,0.118228208319344,4.35691586214286e-07,0.0814769167521555,0.642553355768478,1.51325092812292,0.547319348542891,0.814888801240875
27,1623.41322038803,"Successful completion",0.00175909859815755,0.99480601658575,0.408217957749348,0.591714297083103,0.565656746736542,9.99999630204727e-07,0.0662064641227628,3.99990305066371,1.9995762421376,0.590845069574551,1.08967566315456
28,1445.02331264731,"Successful completion",0.00706741176068412,0.995809391810855,0.418194851893864,0.415297490473761,0.0448188800840329,1e-06,0.0903172351034488,0.50008357448613,1.51766920725522,0.521784356130254,0.843984522151638
29,1437.69990396395,"Successful completion",0.00341312193188018,0.996071145055414,0.421353078151409,0.346625966052858,0.0242658510784975,9.98475471690598e-07,0.0570713623147859,0.905779183942517,1.52471714008526,0.522332237266835,0.830473498302454
30,1607.45412586859,"Successful completion",0.0199999986422564,0.99436580656761,0.400191771284303,0.673411155038312,0.639545198367691,6.9128336760856e-07,0.0730423331136858,3.99722388570366,1.68855112013642,0.589707163980497,1.05404172676275
31,1536.76677961435,"Successful completion",0.019999991820114,0.995701271672073,0.400006853700574,0.992385870787831,0.108389944819649,9.99999315676712e-07,0.0957397699154284,0.500046975048666,1.99999979134753,0.543117208070389,0.980255406547897
32,1613.75473380068,"Successful completion",0.0199999677301362,0.996581036677494,0.426014233011344,0.32948569112324,0.149548627044284,9.99984381442041e-07,0.0314598336460528,3.9998932546117,1.76924904362219,0.588344442707807,0.956436118070074
33,1447.04441488566,"Successful completion",0.00698824853735498,0.995737335548392,0.403670769940848,0.42020731253633,0.0459590279937056,2.72361251010079e-07,0.0886339116568142,0.522703123683445,1.50697827193404,0.522404407744275,0.845928253800943
34,1447.71638752583,"Successful completion",0.00704219861931596,0.995816358159382,0.400011042242731,0.422099352406236,0.0461657436254833,9.81125506129163e-07,0.0908602366677691,0.500000002112562,1.51505663599629,0.520868036912497,0.852527654477224
35,2143.19646096907,"Successful completion",0.0199999907329084,0.95,0.400000010618756,0.999999919302129,0.879288478406724,1e-06,0.136775235958684,3.99999997377456,1.99999807936754,1.30165648425049,1.60855123531898
36,1485.20212195336,"Successful completion",0.0199999999911525,0.995640811316134,0.4,0.539499405916165,0.117821298131169,9.74873915448788e-07,0.0995290811118868,0.500126983604211,1.99999993684463,0.545945612478128,0.817431789092515
37,1605.68239564014,"Successful completion",0.0199999258110172,0.995719597238192,0.40000011467787,0.5897402523499,0.123884002677479,9.61376524875417e-07,0.0964809807679827,0.500178959909649,1.5258198764385,0.543435009043251,1.99999999999977
38,1617.92950733127,"Successful completion",0.02,0.994574317323031,0.40386025390978,0.646244547185178,0.608664510817668,9.99636263774842e-07,0.0688793735003075,3.9999999999616,1.9999676273395,0.590570709041489,1.04518246062692
39,1690.04200388787,"Successful completion",0.00232284717563926,0.996265846607801,0.400001444205733,1.41160564579493e-05,0.0204324779281247,9.68640025722535e-07,0.0294775470614101,3.99937109816289,1.7163741483703,0.589204474596119,1.34398718663286
