"Start","Value","Convergence","prev0_epidemic","prev0_endemic","freq0","phi_w","phi_m","a","b","tau","sigma_prev","sigma_g","sigma_q"
19,1446.23078394429,"Successful completion",0.00562196077438843,0.995659053863799,0.418510482375214,0.41451346623296,0.0372832526329932,5.08937729668679e-08,0.101180095666162,0.500272049604762,1.53176169304683,0.528167627279446,0.843286430963816
20,1605.35026741743,"Successful completion",0.0199709569672868,0.995629955945191,0.408985000390261,0.570048884930055,0.123229109590188,9.71572573324084e-07,0.100138780718845,0.500112841245711,1.52267780810525,0.545883898643032,1.99052465708818
21,1757.56363788798,"Successful completion",0.0159762340600991,0.99265764318896,0.427086132606851,0.701000515695454,0.655987491594809,1.00741693758975e-09,0.19998183768177,3.83900594059168,1.67754544158871,0.6603677919936,1.99992284075599
22,1577.90891690115,"Successful completion",0.00309539456963031,0.995782208740665,0.400228548967966,0.346275917376093,0.0283572129249259,9.99999999240656e-07,0.0936557616566927,0.500199372686001,1.49461619705593,0.514528941829435,1.99993149089592
23,1615.87527336273,"Successful completion",0.0199999999999997,0.995674532387754,0.408108097081082,0.999969390948536,0.114842680076681,9.99999999926871e-07,0.0987411877211443,0.500000001381303,1.52341699097928,0.542980591602761,1.99999988831735
24,1607.02302972163,"Successful completion",0.0199999322272083,0.994360398774705,0.400000000089433,0.672399389322279,0.639545094395606,9.99999958862694e-07,0.0735372719560882,3.99999712566573,1.68186274125685,0.589219402511486,1.05704757298763
25,1516.60199701737,"Successful completion",0.0197936101402923,0.995671814218823,0.406493196891055,0.999999928632388,0.106509726413464,9.45719037795265e-07,0.0982248892162175,0.500948082553496,1.52520191265065,0.545900810684474,0.992218876865878
26,1650.86488058008,"Successful completion",0.0199255221921498,0.993263765104936,0.409517994611947,0.643626848586728,0.583000934108448,9.99787931226702e-07,0.199758450022078,0.506469389571252,1.99862252771871,0.584817779073956,1.15927238638698
27,1486.93159273676,"Successful completion",0.00100284035457756,0.99603649925837,0.400000008005221,0.327413007119039,0.011865210901702,5.05929380947896e-09,0.0424672359308482,3.99914668560689,1.99990213019323,0.541144193097096,0.835371644367291
28,1443.05814777418,"Successful completion",0.00484156049913341,0.995698574159742,0.41476835877387,0.386131963681678,0.0336158747817224,6.69974985116089e-07,0.0964079287440491,0.501277958675972,1.49965148766872,0.526119209276054,0.840493728392365
29,1456.77685014835,"Successful completion",0.00123693927328763,0.995649908917534,0.400069996024139,0.30044474481691,0.0177652580108697,2.23240661138761e-07,0.0982934440002269,0.506824163802608,1.50963412620361,0.520224739132128,0.879288157485325
30,1457.9619734229,"Successful completion",0.001,0.995661942559841,0.413741602899318,0.286913545608276,0.0159831777346995,1e-06,0.0986906178647003,0.500003159563597,1.52646690906607,0.520594001571977,0.872989617191072
31,1482.80649324727,"Successful completion",0.00100069138208257,0.99564774123702,0.413493134896436,0.287150821727795,0.0161043682912019,9.9999999999648e-07,0.0993105765867545,0.500011616430382,1.99999999999996,0.521623649885721,0.869772760879486
32,1768.93022482495,"Successful completion",0.02,0.995552445242851,0.599999999989672,0.779850909892971,0.0676497784139153,2.33479207899768e-09,0.054898343352843,3.99995512985518,1.47324078940131,0.792562375355886,1.99999998953611
33,1460.63927931134,"Successful completion",0.00101315319521323,0.996049438865561,0.400813409022373,0.336896010790142,0.0122371215433053,6.55388094312989e-09,0.0469043323709245,2.62682046822292,1.5325619122016,0.536146949703272,0.840088551428639
34,1575.90346737508,"Successful completion",0.00100436513572483,0.99587199945983,0.421160320660872,0.241238198761023,0.14743072897925,7.03928337527819e-09,0.0489446167358857,3.75493801409958,1.56438508759932,0.560555076831946,1.10918509357603
35,1543.30815062857,"Successful completion",0.0153667939411388,0.995773976608575,0.412789261989385,0.999999999999785,0.08190618755298,9.24485588383605e-09,0.069139249108508,1.11518336852544,1.99633530718828,0.553700214010724,0.985838418767048
36,1461.17221806573,"Successful completion",0.0199980749938462,0.995599599443622,0.417895435819106,0.522618683491279,0.113506892790241,5.84488379266815e-07,0.101127534358982,0.504022735099665,1.53565444402524,0.550661952205907,0.813527242440845
37,1614.52834548886,"Successful completion",0.0197116495332956,0.996170520461695,0.400126940814832,0.331184879689796,0.164121350835453,9.99999996101959e-07,0.0320810146670814,3.99793843495511,1.90247926537,0.579191243446676,0.939364832239703
38,1457.60470977046,"Maximum number of evaluations exceeded",0.00100227372465507,0.995657657796393,0.414874196348203,0.285616143759178,0.0159655369100168,9.99895225009871e-07,0.095713449690394,0.519389335168106,1.52379581009052,0.52181887997686,0.871903191560609
39,1514.12289251894,"Successful completion",0.0199997783740238,0.995607404326357,0.4,1,0.107546666264308,3.77120134388693e-08,0.104937489181004,0.5,1.52263482705038,0.550957226480244,0.974639554584581
