"Start","Value","Convergence","prev0_epidemic","prev0_endemic","freq0","phi_w","phi_m","b","r","tau","sigma_prev","sigma_g","sigma_q"
1,1611.21480524642,"Successful completion",0.0199999911834877,0.995663762322841,0.427741749191604,0.377601334767526,0.28430799404805,0.03838405835515,0.77775319625938,3.86265264455755,1.7503746943883,0.591851816521636,1.00695927067756
2,1486.58648065667,"Successful completion",0.0199999386919647,0.995542575625931,0.400481493800628,0.526583114934963,0.118765817934789,0.101627943318625,4.98520597860033,0.51455441565269,1.99659411693157,0.549638074543751,0.816892711935951
3,1617.44672807982,"Successful completion",0.0198855301110439,0.994582708748677,0.40396056840956,0.642230224810361,0.605232305457043,0.0691633059886339,4.99982440885487,3.98200668851237,1.99999831470661,0.589934052596376,1.04756957371083
4,1787.54006367574,"Successful completion",0.0199581436810267,0.991743468777822,0.599947814128793,0.685140165531784,0.670798072582788,0.199994598924422,1.28022236067159,0.504870940349494,1.60710515033357,0.819392715543745,1.30197571631491
5,1449.47951680119,"Successful completion",0.00678123808148249,0.996603666786615,0.400000000948744,0.423099869212578,0.0431088234393333,0.0793986410573982,4.99999994569715,0.645311924615512,1.48365648092477,0.542942760305949,0.836916984149248
6,1484.55482408454,"Successful completion",0.0199343080418551,0.995564932856902,0.417798585224243,0.519391542214362,0.114095901883335,0.103053733344485,4.99805749928141,0.500000794340129,1.99842181927333,0.550109284651193,0.810922181238266
7,1442.9088213663,"Successful completion",0.00482786735035042,0.995720040365359,0.414514731318394,0.38342205133292,0.0335480125013477,0.0916430672164828,4.99999999994986,0.533829550647913,1.50044139385401,0.527155540681649,0.837002200617621
8,1457.68639461753,"Successful completion",0.0173680186552405,0.995632961357445,0.416699725509352,0.502909149293215,0.0999345991300227,0.10047508420736,4.93571813803112,0.500322733954831,1.52853521371706,0.547569286240195,0.812696763211265
9,1699.29405155072,"Successful completion",0.00213240582814981,0.994223235551517,0.400009909271871,0.675785578007955,0.658123598819281,0.0761905738440299,4.99999907862456,3.99996317068927,1.99999989080792,0.588231658892671,1.99999975953736
10,1443.51499629315,"Maximum number of evaluations exceeded",0.00493332297879552,0.995727296296127,0.414620592389076,0.383938911112241,0.0339724403650038,0.0959150776882365,4.99999996190403,0.500000052980113,1.51908204324282,0.520818807745765,0.819824409564971
11,1463.54991560675,"Successful completion",0.02,0.99561511135454,0.400000000015588,0.531636798030241,0.117567800069135,0.102288954527703,4.88965182592443,0.500206767126979,1.53561146510441,0.549902713484521,0.820742708512955
12,1469.73581328088,"Successful completion",0.00710038708904239,0.995748655824022,0.405306791867008,0.424860779068182,0.0459450370278733,0.0926975011458336,2.11620897387052,0.500497515603355,1.98633300848789,0.522139946138287,0.849279724917616
13,1451.17238233181,"Successful completion",0.00655719257705253,0.995578312695586,0.401544543621201,0.36076379381413,0.0444396999737597,0.0517468071706639,2.12247193287501,1.08940333638531,1.54721192657354,0.550092992350561,0.779458772338406
14,1541.58120943681,"Successful completion",0.02,0.99565398606253,0.407110304040825,1,0.107367819529006,0.099076961619403,4.99886409076521,0.500000000070416,2,0.545510167162337,0.991790576497578
15,1716.41087286656,"Successful completion",0.0199994640955097,0.980561756995537,0.400125524870592,0.788361319995513,0.761479842154521,0.199999146185685,4.99999127018487,0.845762344830193,1.5675803990088,0.581502647623493,1.19701300119355
16,1972.51072580228,"Successful completion",0.02,0.992005058194256,0.4,1,0.587402176220545,0.153889581374925,0.73904786232352,0.5,1.51138899398416,1.21111753518249,1.4095178700558
17,1640.43262588853,"Successful completion",0.0198174815097345,0.995452511926447,0.599999539676533,0.416862050018631,0.0702476064428394,0.0938399569667204,4.99999829733959,0.50124232409577,1.53577054066068,0.775893532481828,0.924884127854275
18,1604.6864356357,"Successful completion",0.0199997378401465,0.995783376978034,0.408838997172351,0.567903929392479,0.123879548373226,0.0831110576925498,1.43266692155392,0.575947491852895,1.52989498877463,0.543703800166304,1.99999628969683
19,1484.75069195766,"Successful completion",0.0199999823252215,0.995563476106601,0.417487209265671,0.521080729642521,0.114326262221684,0.103086722590244,4.99849795252741,0.500006822257368,1.99999998439292,0.550148977755826,0.81053558814392
20,1512.13104241939,"Successful completion",0.0199996817534465,0.995756211947514,0.400000000492642,0.999540873701709,0.107990488705954,0.0931642842658828,1.69631377491432,0.500000000000001,1.52567997406713,0.543162357527251,0.983738676533951
21,1461.37789147042,"Successful completion",0.0199964251496428,0.995626403767248,0.411212210553764,0.523121132244907,0.115710301717478,0.10014765595081,4.78461738348757,0.510502079681065,1.52439943990543,0.551135419828314,0.817253797743447
22,1604.52696882483,"Successful completion",0.0199999624298078,0.995772621253659,0.412331946967079,0.582374867414148,0.120901290447632,0.0874978087811798,1.53287542647893,0.542049923147261,1.52529489845416,0.54229743033057,1.99998108456509
23,1461.05697118752,"Successful completion",0.0199999801313696,0.995615922271343,0.417489341740382,0.519120209773235,0.113970686791072,0.0971811220300815,4.99999999989841,0.529720785624462,1.53608375094376,0.550769863920868,0.812116913755759
24,1607.00836627255,"Successful completion",0.0199999999999013,0.994355457727685,0.400017832475553,0.672737475415207,0.639929098878997,0.0735952695939307,4.99999999932218,3.99740755520938,1.68221220257194,0.588737717003804,1.05710086791014
25,1660.97559086295,"Successful completion",0.00171482646960448,0.996034619026725,0.417768845142094,7.54863336407266e-08,0.0138591357715091,0.0354495628272411,4.99942168920733,3.99990747878246,1.99902551759764,0.571391273829943,1.18697992447693
26,1744.73659696807,"Successful completion",0.02,0.95,0.4,0.639607449344899,0.575253623910969,0.199999998762803,4.9638711578031,0.500090970675065,1.99999999971015,0.583509108069556,1.15516031020702
27,1624.6009817931,"Successful completion",0.00102761033470202,0.994811673413131,0.406297099784365,0.55985642832711,0.532789921216274,0.0645932525148125,4.10075988498659,3.83339361333749,1.99959817286187,0.589777773699497,1.09186244479622
28,1461.02825405124,"Successful completion",0.0199770558210761,0.995619979455396,0.417550030477655,0.518428770289272,0.113875737826223,0.0964843205114215,4.99013278771586,0.534591556106136,1.53650921632719,0.550898736897765,0.812094236607613
29,1460.15506701318,"Successful completion",0.0129171916636452,0.995675293356311,0.43933255407113,0.442886041800032,0.0704957361832049,0.0754970700511638,4.44640714249789,0.701840355847486,1.59423808296214,0.574675662966255,0.78066987967177
30,1638.33017482831,"Successful completion",0.0197103004727883,0.995660799307982,0.599993913162067,0.424792407455018,0.069194179460254,0.0915652291375625,2.62568730946437,0.500001083249696,1.52760890980256,0.774167331220294,0.919694831875596
31,1471.03526275595,"Successful completion",0.00154781556223862,0.996577354399146,0.427581036270135,0.275218736445106,0.0151382366366437,0.043954302730786,1.73129035259328,1.2923847643224,1.9999726555096,0.520411783146103,0.827574169457233
32,1621.15269563123,"Successful completion",0.019994660459053,0.996521366438413,0.40000962208887,0.604704195119197,0.561979179247174,0.0608428474471533,3.07512180890801,3.94839273546338,1.53304108253277,0.584252950473803,1.09649401168152
33,1436.44374179067,"Successful completion",0.00424843272028137,0.996082356197282,0.416035102630369,0.347137408868308,0.0291436982165751,0.0494709293415743,1.60422097842099,1.07690798333261,1.5081704057657,0.521836879659872,0.825582038259343
34,1455.43029912392,"Maximum number of evaluations exceeded",0.00102291698742581,0.99710440319523,0.406290045541425,0.227193516042363,0.012206153335506,0.0307625907620706,1.09304576972617,2.12671159752405,1.47023092616902,0.507493766245849,0.852390775455778
35,1916.83965526573,"Successful completion",0.0197331406596521,0.994382462106852,0.405488117055375,0.662650890620036,0.62626300932603,0.07288332746007,4.9979271501231,3.97651180941487,1.68847262599048,1.99982372266887,1.04812397581899
36,1608.84601545093,"Successful completion",0.02,0.995721418779618,0.4,0.53478550833264,0.129959205039181,0.0904028135709301,4.99999999990481,0.580634069274461,1.52074319724999,0.546213810490462,2
