"Start","Value","Convergence","prev0_epidemic","prev0_endemic","freq0","phi_w","phi_m","a","b","r","tau","sigma_prev","sigma_g","sigma_q"
1,1779.24885863838,"Successful completion",0.0061724082147698,0.995958706050106,0.443901677877624,0.408084035761234,0.0289316075086884,3.95524584637606e-09,0.0304314996572174,4.99998749642707,3.98973695914,1.50657793815111,1.99998856567795,0.777621051913036
2,1479.47734918366,"Successful completion",0.0199999999920037,0.995799103965411,0.400000024690442,0.536808067596033,0.126449374181097,4.585824196362e-09,0.0379287515089007,1.53211877391822,3.99592873335797,1.54073587303849,0.573240181699219,0.814941054581339
3,1617.08404011668,"Successful completion",0.019988494645811,0.994609266165378,0.400000000043858,0.635233721938922,0.595884583320337,7.803498312177e-07,0.0454132826261927,3.26290792230763,3.87990168770135,1.99987179114958,0.588314245862627,1.04513508228804
4,1487.09040849484,"Successful completion",0.02,0.995573132380631,0.4,0.530267974130567,0.118360457630146,1e-06,0.069304525132218,4.99997114301687,0.500000000000001,2,0.549421150814716,0.817271343246779
5,1459.05854369341,"Successful completion",0.0199677243436716,0.995648941398102,0.418426006595195,0.529046348919172,0.112724054176409,9.99221089254945e-07,0.0642313023226641,2.10954270170439,0.508282764594417,1.5363473033027,0.547657249786592,0.812777145315047
6,1457.96178183379,"Successful completion",0.00100001470100162,0.995661012460183,0.413751038894356,0.286959622762719,0.0159821479055779,9.99985119696251e-07,0.065791219850128,4.99997959588906,0.500002926190221,1.52660419747616,0.520550933017967,0.873293914488783
7,1442.99438972847,"Successful completion",0.00481815398708812,0.995783863435141,0.413770416682877,0.378475711697067,0.0339281743884883,9.94382978740705e-07,0.0594514110328854,4.99315727208709,0.553479669943411,1.50670459952237,0.528851400794724,0.832479498871789
8,1630.68868618263,"Successful completion",0.00759380201992117,0.995779135720353,0.405244784277741,0.999104406757514,0.042108058220893,9.99753194396578e-07,0.0618099508374755,4.96061655097324,0.500000124994366,1.99998837789284,0.520928238052898,1.99940698268018
9,2024.3276934274,"Successful completion",0.0199685940155423,0.985035592467018,0.402386450858258,0.999958269193249,0.932948815246423,2.1634127263342e-08,0.199274318925742,0.744519625397306,3.08140396285823,1.55857601886334,1.26418784752747,1.99766182072716
10,1515.95284614442,"Maximum number of evaluations exceeded",0.0199999999999838,0.995652639834765,0.410041744692524,0.993542936943036,0.106544802570378,1e-06,0.0654769284125792,4.99999999999973,0.5,1.52341524446831,0.545868463887816,0.991894828079742
11,1687.55039098677,"Successful completion",0.0198362840032371,0.950000003589695,0.418350312981264,0.996050247061152,0.106055329413814,4.41598551038881e-09,0.0457116121060555,3.44957918015061,1.79432580187072,1.97744066840008,0.571120032548348,0.944214253838138
