"Start","Value","Convergence","prev0_epidemic","prev0_endemic","freq0","phi_w","phi_m","b","r","tau","sigma_prev","sigma_g","sigma_q"
1,1482.29232729937,"Successful completion",0.0198146738725306,0.996194544939209,0.422027940529869,0.409217817261444,0.130557036482164,0.0674118300481708,3.6246046868202,0.87825067318057,1.5735146682484,0.568156431758831,0.84602342840521
2,1463.49227673566,"Successful completion",0.02,0.99561704948491,0.400000000000003,0.530399397766339,0.117616121766484,0.102100796111662,4.99999999996872,0.5,1.53616733758026,0.549906639648267,0.820829245249356
3,1617.85638138124,"Successful completion",0.0199869780274727,0.994551828473608,0.403790315859056,0.645853585569125,0.609613433348586,0.0695604241901523,4.99747853969287,3.99478823139852,1.99999921890105,0.590304843431681,1.04723418469068
4,1604.39259935633,"Successful completion",0.0199950275500239,0.995744165006632,0.412347284047523,0.585332357441713,0.120593904227218,0.0930366344009526,1.63253838242081,0.502283135126763,1.52398004271567,0.542239613969723,1.99999850471236
5,1452.46942321543,"Successful completion",0.00109314348461585,0.995886240636004,0.400070973416263,0.285766310365766,0.0146360475450763,0.0642175153873738,2.63089729720238,0.81421665624485,1.53477917565895,0.521037067355375,0.858242465264895
6,1438.97694953157,"Successful completion",0.0045758760810788,0.996250939366355,0.400000000000036,0.340487648220613,0.0315254891172158,0.0404999545344723,1.17944503674115,1.38179806039036,1.51027020165137,0.521533470584647,0.828182196388093
7,1444.60139749714,"Successful completion",0.00474749267709979,0.995730853361497,0.400000000003275,0.387279404966464,0.0338995295684502,0.0928542372520276,4.99996194293089,0.525419048558346,1.50009745253574,0.526079066535385,0.844176759044977
8,1460.38545329116,"Successful completion",0.019925214633769,0.995857362565835,0.400000014483403,0.522663981791773,0.11786772901757,0.0697821716330915,1.34782734541413,0.736847277982401,1.54186771945352,0.546654194296671,0.816539791249982
9,1684.17770654261,"Successful completion",0.00105302422787337,0.994094090537136,0.400020709845336,0.686300506167989,0.671331448634135,0.0784513613249175,4.99999999996038,3.99999006194852,1.61526164000259,0.588233344532073,1.99999999667445
10,1664.45272038148,"Successful completion",0.0199933272803273,0.995457108653577,0.599989927875361,0.417042690422949,0.0708654722146234,0.0943390008736751,4.99954090900102,0.50126856186638,1.99999946478748,0.776633438036891,0.922868198796026
11,1615.11246038664,"Successful completion",0.02,0.994708694561978,0.416835370280458,0.638395092775325,0.60127670789288,0.0661332559959349,2.5525605586859,3.99999999670376,1.64656341148097,0.594975561142587,1.17492876746411
12,1460.08138501978,"Successful completion",0.0199964017323965,0.99561838567635,0.418609664240302,0.522558362320016,0.113263651173857,0.0986728648308191,3.27680283537262,0.50917411871445,1.53376326445187,0.549246202131318,0.810635920669093
13,1439.43365974593,"Successful completion",0.00369984368527881,0.99643368758818,0.400019226114917,0.330099404874292,0.0258744332464932,0.0411781760409286,1.35539582176634,1.37852861710039,1.52148266464812,0.5336448834861,0.810334357353372
14,1516.77342453242,"Successful completion",0.0199973581482841,0.995677918994164,0.40699081303001,1,0.107299933617287,0.098087097404461,4.99999999999903,0.500000000001468,1.52470031716306,0.545915028189556,0.992925249433273
15,1607.43321886324,"Successful completion",0.0199999993488043,0.994344130732894,0.400000022548809,0.674687321986875,0.64243508451092,0.0738051200996997,4.99999990482409,3.99999876639337,1.68243727851054,0.5897313877223,1.0568034899765
16,1650.40586863096,"Successful completion",0.0199971142706357,0.993387319903868,0.400000893734061,0.64155627867939,0.578102258198253,0.19999999999538,4.99999999913395,0.500000089090693,1.99956844438565,0.583245615270751,1.15941367497498
17,1659.40764169034,"Maximum number of evaluations exceeded",0.00721886861518175,0.99547611251334,0.599999999999064,0.334384441370405,0.0303391886437486,0.0931262370599321,4.98350222561322,0.500000002689977,1.99989168721037,0.769016468822242,0.933940741857404
18,1613.2963240824,"Successful completion",0.0199999994603751,0.995786007076484,0.400000141583982,0.99999910810688,0.115234252009047,0.0920917776863829,1.57167030393053,0.500062976249885,1.52187961452884,0.540974627296749,1.9999996000742
19,1616.41096282214,"Successful completion",0.0199999524876023,0.996228558307115,0.400654756896815,0.331117364103087,0.15928134695916,0.0309314208132609,4.99997795697007,3.99765796001294,1.99997009230114,0.575972909561006,0.92612378668554
20,1513.13574735208,"Successful completion",0.016895976599833,0.995713449816219,0.400702360800802,1,0.090729899118258,0.0922369086009038,1.89270174693609,0.500000003018163,1.5211843311095,0.53651898818342,1.00070676882926
21,1483.48185319773,"Successful completion",0.0198189715192328,0.995749912754858,0.400009195259792,0.535249318089236,0.117297053502769,0.0983895819684961,1.89442531422645,0.501603704847875,1.98304201538874,0.5459524361085,0.817402175275342
22,1606.55061239344,"Successful completion",0.0199990666684138,0.995649224600395,0.410327919590751,0.57068455803733,0.122892993972823,0.0998431185330535,4.9378226179464,0.500161057215908,1.52612538445948,0.544762729356002,1.99999998949385
23,1661.08311830429,"Successful completion",0.0199999999999999,0.99557599066944,0.6,0.425776017953963,0.0702917007717859,0.088598799605239,1.79561548199021,0.5,1.99994499011381,0.770733897699095,0.924605373160126
24,1607.38846129126,"Successful completion",0.0199999975186396,0.994334568943365,0.402980202685353,0.673574463383581,0.641525261778367,0.0736812075767412,4.97755865379646,3.99998447746756,1.68289856235474,0.589543653123528,1.05569409280914
