"Start","Value","Convergence","prev0_epidemic","prev0_endemic","freq0","phi_w","phi_m","b","r","tau","sigma_prev","sigma_g","sigma_q"
120,2068.65843103789,"Stagnation in Nelder-Mead",0.0192753231745027,0.984926602809778,0.488913006045001,0.914159513778918,0.914092712379903,0.177667087258208,0.751950617055971,3.41424826075754,1.99994976029582,1.99716961155266,1.99980213091097
121,1625.69962744908,"Successful completion",0.00513546490861202,0.995814855189071,0.599824749466826,0.308232774619431,0.0230437802454879,0.0569771938186272,1.91011589193901,0.902658288478215,1.50408442983193,0.758188024705421,0.932078366550031
122,1584.31832873153,"Successful completion",0.00100000019248367,0.995731248149425,0.4,0.273388615993011,0.0209079221349711,0.0931309133606035,4.99999999550119,0.53610386083911,1.52534682069428,0.509336591657577,1.99999999999984
123,1439.981300619,"Successful completion",0.00406987703064006,0.99595100941982,0.400000023095497,0.373836185001027,0.0293193925169328,0.0626087620866168,2.27157582537832,0.859939086427234,1.51221327376332,0.52231387726164,0.834352939204231
124,1461.73070131604,"Successful completion",0.0199999999995493,0.995802082946688,0.400000000000006,0.53238500420728,0.118406057958258,0.0727869603412299,1.58653369828912,0.756677621287676,1.5399700287373,0.549097375718245,0.815216525652277
125,1616.27288982725,"Successful completion",0.0109352613510601,0.994412786648121,0.404830000427985,0.775114701806735,0.753272959039551,0.112059502764971,0.734904137931663,3.41065988376635,1.99988706729454,0.582335182715945,1.12145190128786
126,1464.12482238849,"Successful completion",0.0199999920639113,0.995678774302757,0.400000000000868,0.528960564089182,0.118764239533506,0.0793433122087518,3.12845049626242,0.711584131015155,1.52086787747639,0.552244616444725,0.812122816192277
127,1442.47123479054,"Successful completion",0.00469440285700853,0.995726364500228,0.414353957021244,0.389047924878078,0.0327315588524614,0.0864394856194392,4.57046379717891,0.592721372489392,1.50350935388906,0.527480232610065,0.835251515989696
128,1455.53057377033,"Successful completion",0.00111567772084732,0.995791945695666,0.413154455327017,0.290173452271279,0.0167438821281075,0.0808186555763656,4.97693435505557,0.665479690830177,1.51256568422635,0.523303620019191,0.869114059110343
129,1459.63272923279,"Successful completion",0.0180100380385721,0.995705732373417,0.400064725203784,0.527787120232573,0.106202843048617,0.0867167890902435,2.08375359582689,0.603021965792785,1.54455366998942,0.546573235433097,0.81848309118495
130,1442.97906323328,"Maximum number of evaluations exceeded",0.00486272906745385,0.995742685511545,0.413982211438757,0.38997386909662,0.033835542461462,0.0870332952865663,4.99893683909957,0.588952555602688,1.5028943943637,0.529070219560103,0.835073205724212
131,1444.70659553654,"Successful completion",0.00459831495035942,0.995746359005796,0.400053813160641,0.391554621582845,0.0329654867289061,0.0851204232286977,4.99941721934325,0.609228812239241,1.50092349219051,0.52772513279837,0.840203366567298
132,1437.6048696087,"Successful completion",0.00436455957187476,0.995976576950155,0.414189977350748,0.367108323262312,0.0302281317047742,0.0569308846820981,2.00356524968553,0.962743410653452,1.5063847183873,0.521642655836539,0.82842571734028
133,1462.10636925304,"Successful completion",0.0199998814590547,0.995568688875186,0.418853724774743,0.532359241287804,0.112744782282497,0.103739658495787,4.92398912692696,0.500043209232663,1.53504368650656,0.551626119082108,0.814455751970302
134,1603.44449127936,"Successful completion",0.0199919136755681,0.994547951115822,0.400015830669481,0.647869183696577,0.608777633118551,0.0705497949000697,4.57289270359593,3.99778542699125,1.67882137914726,0.586359253320114,1.05426877151795
135,1459.06333661534,"Successful completion",0.0199981936725635,0.995784707853886,0.418717348524501,0.523548891616882,0.114004596003588,0.0726760669279448,1.57486843531946,0.748023632661638,1.53845672557816,0.549567391977307,0.808012845708543
136,1475.9729844439,"Successful completion",0.0130206313200121,0.996192342371587,0.448959388738079,0.426035470490018,0.0760271327567746,0.0640373827374799,4.98421661542307,0.921566322252373,1.37313360053678,0.563277247864768,0.822746940465439
137,1484.92046233957,"Successful completion",0.0193139651134231,0.995569705616774,0.402154294989718,0.536599871713939,0.11447799782623,0.0994964961396243,2.27727992103544,0.524452273726804,1.99478603179202,0.546116183708534,0.815443188786619
138,1438.89548357921,"Successful completion",0.00433177647581273,0.996019422243305,0.403208246180725,0.366125672905158,0.0306412822484398,0.0543970348165453,1.91767020022329,1.02591791083525,1.50352295148484,0.52374619852365,0.830510809894044
139,1537.20471367753,"Successful completion",0.0199999999719328,0.995671720689376,0.4,1,0.108239212607432,0.0987464226110778,1.96245567548951,0.50000001940633,1.99999999987742,0.544045472149738,0.978371053525414
