"id","Value","Convergence","alpha_w","alpha_m","prev0_epidemic","prev0_endemic","freq0","phi_w","phi_m","a","b","r","tau","sigma_prev","sigma_g","sigma_q"
5394,1619.91648581206,0,0.00535860767763727,0.0188705466969231,0.00100471117944746,0.991332400401233,0.460716147018636,0.30806864330755,0.0112223665794554,8.96129606250471e-07,0.0398281519874054,4.93144650817883,1.86944728922685,1.6864618923921,0.662830079262659,0.941833563681199
5395,1635.53605710395,0,4.94605658943222e-05,0.000215289781315611,0.00133910994583958,0.998756676521467,0.400033570592284,0.263765823603742,0.00737894426734864,9.99990398797865e-07,0.0507882188442742,3.38128697369935,1.73193246016869,1.47337427232269,0.714943426822454,1.06916544512344
5396,1659.22650218315,0,0.00220395542935106,0.0128687754409999,0.00623811256309795,0.997448491259355,0.402505260176667,0.373287446619916,0.0336764375648292,9.83513013911586e-07,0.030170585648015,0.772881765402369,2.6039705431986,1.78761541817177,0.707268001900338,0.879069441505029
5397,1478.63755296727,0,0.000765442591259943,0.00653268510088256,0.00344000979988603,0.995678224838136,0.4,0.257531726931824,0.0165644059770738,9.99975873832465e-07,0.0317623943912993,2.04255253669783,2.76612802076489,1.25506508316186,0.65601651868022,0.89140310295409
5398,1637.77400779939,0,0.00143003786841838,0.00683196754336551,0.00597666616600708,0.992384791505048,0.40006356786134,0.315768208647468,0.0201650104587454,9.99968682663942e-07,0.0284535205096943,1.59524883982113,2.94518290211181,1.7425913656669,0.674808922246392,0.930555010989328
5399,1624.47790505297,2,0.00281304047897548,0.017331365402863,0.00424060899069414,0.99608019222184,0.416015052603799,0.346930959244592,0.0291033436543919,9.99812226039897e-07,0.0494148239598245,1.60234166576493,1.07864417776272,1.50774552314601,0.521891636670772,0.825449096520322
5400,1756.69944517196,0,9.00789656042955e-06,0.000105820097295509,0.00197899035567271,0.997650693046088,0.400000031791533,2.38202519650574e-19,0.00745945214992506,9.99999301733555e-07,0.0338469137741219,4.20560149067038,3.9996930096163,1.40420997461537,0.756330577041269,1.56202517617397
5401,1853.20877267353,2,0.00123304634036155,0.00782856509886293,0.00424060899069414,0.99608019222184,0.416015052603799,0.346930959244592,0.0291033436543919,9.99999713963101e-07,0.0494148239598245,1.60234166576493,1.07864417776272,1.50774552314601,0.521891636670772,0.825449096520322
5402,1692.01908197794,2,0.000895418662289628,0.00560507236203632,0.00424060899069414,0.99608019222184,0.4023299063406,0.346930959244592,0.0291033436543919,9.9999873280048e-07,0.0494148239598245,1.60234166576493,1.07864417776272,1.50774552314601,0.521891636670772,0.825449096520322
5403,1488.46306969059,0,0.0015450874661717,0.00665717584256281,0.00440857799754639,0.997438851442907,0.401291615878494,0.432923134082201,0.0257235306208386,9.99999521813082e-07,0.0725569395893532,4.97773824566656,0.918465130643126,1.33792397389238,0.614281260964905,0.921400980469099
5404,1629.59728397621,0,0.000367167207545556,0.00356904702578711,0.00173644335724562,0.99699285111987,0.400009725434547,0.230412366767614,0.00896280947170097,9.99999471957981e-07,0.0377783644960485,2.67463184709749,2.17503832829587,1.3696856711486,0.807264256781775,0.985294592803385
5405,1e+10,0,-0.000336416558195111,-0.00222823736482158,0.00424060899069414,0.99608019222184,0.416015052603799,0.346930959244592,0.0291033436543919,9.99812226039897e-07,0.0494148239598245,1.60234166576493,1.07864417776272,1.50774552314601,0.521891636670772,0.825449096520322
5406,1536.45937256838,0,0.00594625178620552,0.0246213303209145,0.00102010217928322,0.994507290891243,0.44630543564548,0.26158235821018,0.0177661497059981,9.90904954300258e-07,0.0481091194183619,4.91620647687791,1.43258149165066,1.62537426931637,0.634076885200478,0.800049055482798
5407,1e+10,0,-0.000721471568906487,-0.00470942399222359,0.00424060899069414,0.99608019222184,0.416015052603799,0.346930959244592,0.0291033436543919,9.99812226039897e-07,0.0494148239598245,1.60234166576493,1.07864417776272,1.50774552314601,0.521891636670772,0.825449096520322
5408,1519.10215213446,0,0.00332188870690927,0.0152670389237854,0.0104718216374043,0.99426400201126,0.408815440792344,0.457765467835109,0.0634914469799784,9.99612268931019e-07,0.0628179516045321,2.52982711958159,0.974883359628427,1.74393879581759,0.570232425621392,0.793233250208656
5409,1486.15665423936,0,0.00340238971964838,0.0154204531332642,0.0010000043513064,0.994211521723995,0.496536970368524,0.309956708198935,0.0167346992691616,3.45054154208915e-07,0.0543489126345138,5,1.2612621748721,1.51648127253632,0.618151679892209,0.771755414819002
5410,1720.02996524999,2,0.00335816944778979,0.0200457601751397,0.00424060899069414,0.99608019222184,0.416015052603799,0.346930959244592,0.0291033436543919,9.99812226039897e-07,0.0494148239598245,1.60234166576493,1.07864417776272,1.50774552314601,0.521891636670772,0.825449096520322
5411,1398.35112132795,0,0.0067953121727738,0.0265425151012478,0.00184282862382602,0.995540662203003,0.521458805309914,0.408877718841609,0.0168208001481845,9.96993871154575e-07,0.0581594218413013,4.3789471417854,1.03774399750882,1.39200642974007,0.554636157075558,0.7478669448229
5412,1470.66336625807,0,0.000316978463984181,0.00176585182868453,0.00325872214494384,0.995789589763093,0.400000021355479,0.267426085943517,0.0193813828084504,9.99999188336162e-07,0.0496476918040451,2.9276355685458,1.59821255864037,1.56809071103389,0.525829587335403,0.867285482458017
5413,1585.8961354313,0,0.00159055795447138,0.00948211117417296,0.00483928824743385,0.9942198037719,0.40004597613075,0.287384538858774,0.0292369781317074,9.99988243130897e-07,0.0463728657358493,2.4305847949522,1.48569560502678,1.49144176644033,0.616012156200885,1.08952679638516
5414,1782.99115070845,2,0.00488364448778703,0.0195462427685133,0.00236506700116303,0.99608019222184,0.416015052603799,0.346930959244592,0.0291033436543919,9.99812226039897e-07,0.0494148239598245,1.60234166576493,1.07864417776272,1.50774552314601,0.521891636670772,0.825449096520322
5415,1562.25729740243,0,0.0044076653800466,0.0130050321600804,0.00130726803778053,0.992882522307186,0.470085798545138,0.465009220472027,0.0085535054714521,9.99998709820458e-07,0.0511894488612948,4.89232144539822,1.29598857481182,1.38703853329026,0.663334344459388,1.00936519226383
5416,1443.34679433239,1,0.00382946798842869,0.0243383950386378,0.00478045458404867,0.993175282508177,0.429431882112168,0.290375078842234,0.0343199749661902,9.99955699645863e-07,0.0264631440163279,0.784062139418116,2.98863479743376,1.14812115204295,0.626503766908875,0.955165402084771
5417,1549.40623277157,0,0.00317855590946517,0.0159653624557868,0.00435611807626001,0.998612702639225,0.424177053664709,0.401379210860153,0.0297308989198111,9.96550675821756e-07,0.0303537161035765,0.779116942853401,2.42545806357443,1.97357773143256,0.509432634948477,1.04394187692575
5418,1620.07469843102,0,0.00147410457405361,0.0125512200019913,0.00136845492487117,0.996649364899879,0.423681855663694,0.302329472004376,0.0108125908017793,9.99683382923584e-07,0.0504830688927796,3.42225802879839,1.32130630308092,1.71035862954736,0.602115966039044,1.04976770707558
5419,1607.33105004598,2,0.00339965370320872,0.016791879757051,0.00424060899069414,0.99608019222184,0.416015052603799,0.346930959244592,0.0291033436543919,9.99812226039897e-07,0.0494148239598245,1.60234166576493,1.07864417776272,1.07013914766276,0.521891636670772,0.825449096520322
5420,1557.85827776072,0,0.000210910491409905,0.00110199007526858,0.00120775820782931,0.995173103849476,0.400024988832439,0.158630222059493,0.00921637973533116,9.99862490310596e-07,0.0282197234945392,1.98221856499157,3.60477445260853,1.28926091756202,0.660206736053381,1.10076168865321
5421,1e+10,0,-0.00154104192992655,-0.0106294868768124,0.00424060899069414,0.99608019222184,0.416015052603799,0.346930959244592,0.0291033436543919,9.99812226039897e-07,0.0494148239598245,1.60234166576493,1.07864417776272,1.50774552314601,0.521891636670772,0.825449096520322
5422,1677.58738557004,2,0.00104306638320824,0.00588987156780519,0.00424060899069414,0.99608019222184,0.406207389521991,0.346930959244592,0.0291033436543919,9.99999533693942e-07,0.0494148239598245,1.60234166576493,1.07864417776272,1.50774552314601,0.521891636670772,0.825449096520322
5423,1563.54098089868,2,0.00523407287625762,0.0180231495581876,0.00236506700116303,0.99608019222184,0.416015052603799,0.346930959244592,0.0291033436543919,9.99812226039897e-07,0.0494148239598245,1.60234166576493,1.07864417776272,1.50774552314601,0.521891636670772,0.825449096520322
5424,1984.59084506013,2,0.000948082765188591,0.00831397077041502,0.00424060899069414,0.99608019222184,0.401291352822203,0.346930959244592,0.0291033436543919,9.99812226039897e-07,0.0494148239598245,1.60234166576493,1.07864417776272,1.99972826239916,0.521891636670772,0.825449096520322
5425,1675.7676420596,2,0.00402546000956937,0.0173252916770044,0.00424060899069414,0.99608019222184,0.416015052603799,0.346930959244592,0.0291033436543919,9.99812226039897e-07,0.0494148239598245,1.60234166576493,1.07864417776272,1.50774552314601,0.521891636670772,0.825449096520322
5426,1585.78935602595,1,0.000366265128492677,0.00225783989977351,0.00475608739558516,0.996616412531357,0.400000001425813,0.318463496728745,0.0262271467259861,9.99659921606404e-07,0.0762551207225756,4.9702819338568,0.933770010911658,1.35250125148554,0.641730901322873,1.17356874662175
5427,1620.38659320897,2,0.0013314655841379,0.00541331871461111,0.00424060899069414,0.99608019222184,0.404646315742364,0.346930959244592,0.0291033436543919,9.9999895315907e-07,0.0494148239598245,1.60234166576493,1.07864417776272,1.50774552314601,0.521891636670772,0.825449096520322
5428,1788.02590488665,2,0.00191218661054114,0.00728287539659343,0.00424060899069414,0.99608019222184,0.416015052603799,0.346930959244592,0.0291033436543919,9.99812226039897e-07,0.0494148239598245,1.60234166576493,1.07864417776272,1.50774552314601,1.96887421095658,0.825449096520322
5429,1571.4763945774,0,0.000671193889731806,0.00469486841980766,0.00417344670571575,0.997345928672226,0.400001684105564,0.364079366459808,0.0250060851770933,9.99999994844483e-07,0.0619991706060723,4.99999999999991,1.11449856981288,1.42438714571847,0.73165695668979,0.882797875281592
5430,1636.25204841472,2,0.00120946721850102,0.00515004797734756,0.00424060899069414,0.99608019222184,0.416015052603799,0.346930959244592,0.0291033436543919,9.9999895315907e-07,0.0494148239598245,1.60234166576493,1.07864417776272,1.50774552314601,0.521891636670772,0.825449096520322
5431,1453.57818066716,0,0.00343636271736842,0.0152579840536741,0.00566858358926623,0.997013880429852,0.440740406944743,0.316439877434411,0.0632275755662127,9.99744822357413e-07,0.0454037902072163,1.43115809796341,1.4537504046982,1.21734399186807,0.619113141417161,0.922598092802216
5432,1621.3461348277,0,0.00141409347690941,0.0084918518511897,0.0105469562818119,0.992427060748051,0.4000000015132,0.415229506309799,0.0485022271076385,9.99998495789096e-07,0.0570297609089341,4.99556889440835,1.21587103992382,1.83360878193983,0.625043823255438,0.915314213063279
5433,1571.06754344442,0,0.00465836162977063,0.0238590084467572,0.0156895062366855,0.997748931502675,0.453806498918724,0.5350949329943,0.100164572959556,9.99693875107582e-07,0.0477200514816158,0.768029447902206,1.12419668890233,1.87149689643531,0.600383743026201,0.902067655963966
5434,1e+10,0,-8.15526295161855e-05,-0.000369121102448271,0.00424060899069414,0.99608019222184,0.416015052603799,0.346930959244592,0.0291033436543919,9.99812226039897e-07,0.0494148239598245,1.60234166576493,1.07864417776272,1.50774552314601,0.521891636670772,0.825449096520322
5435,1814.73916985621,2,0.0010073352554434,0.00577607016546372,0.00424060899069414,0.99608019222184,0.401291352822203,0.346930959244592,0.0291033436543919,9.99999713963101e-07,0.0494148239598245,1.60234166576493,1.07864417776272,1.50774552314601,0.521891636670772,0.825449096520322
5436,1544.69441085069,0,0.0015180075536135,0.0116417218389732,0.00393228714560603,0.991608506039607,0.40000000509728,0.288948352313306,0.0263067876484125,9.99999999934306e-07,0.0526629833981647,4.95712637445436,1.35142065027007,1.42493026393673,0.578858595363544,1.09964472349857
5437,1547.89793990251,0,0.000729851959647179,0.00258709855567785,0.00295553170655114,0.994135353158226,0.444811818442818,0.314975019503547,0.0250680535034202,9.63655892361841e-07,0.0525924457191682,4.99430444862535,1.44565425729945,1.42364882652856,0.723685277937873,0.830875174699335
5438,1687.55107616399,0,0.00413676276942512,0.0229886055034183,0.00135184319554832,0.994242514880066,0.466679659306079,0.33793311874036,0.0121446634969535,7.43419914370781e-07,0.0473363411961163,3.86315429597493,1.40814037801823,1.99999978503519,0.662871074074649,0.899381691473302
5439,1547.04840421694,0,0.00235336111555718,0.0131154059363464,0.00337013087398468,0.995632106657165,0.436163328507789,0.335402498075017,0.0240122932721231,9.99998290928292e-07,0.0371515176933954,2.02415516004416,1.89889651418281,1.32561359701692,0.70810789350832,0.933108022116445
